BouncedAt,UserName,TimeStamp,DeviceID,Flavor,CheckIn,NumOfPeople,CityName,CityId,NumofRooms,CheckOut
0,hahnshane@clark.com,2020-11-20 08:24:02,9113876,IOS,2021-05-21,7,Rogerson,4a4cfe9f-0e63-4f82-88b1-1eae00c34e73,4,2021-06-07
1,wstevenson@gmail.com,2020-12-03 02:06:55,5882696,Android,2021-06-08,8,Alsuma,321afc80-effd-419d-ac8b-0e09592a4944,7,2021-06-22
0,whitney23@hotmail.com,2020-05-15 16:36:14,1030590,Android,2021-05-05,2,Wetumpka,28a264de-adac-4baf-831b-50fe3195f658,2,2021-05-27
1,tara44@higgins.biz,2021-04-10 04:55:24,4094208,Android,2021-06-21,3,Francis Creek,a0a30bb9-3db9-4001-8a37-2fea74738fa4,3,2021-06-23
0,millerjamie@montes-wright.biz,2020-08-19 22:30:18,2587182,Android,2021-06-05,8,Wise,40ed2ed7-c5f0-4d82-8c14-87bb5d03ff75,6,2021-06-13
0,alvarezamy@gmail.com,2020-12-08 22:08:17,2692499,IOS,2021-05-07,4,Tucson Estates,3f8b74cc-5600-471f-9c6f-afad1e4cc933,3,2021-05-16
0,foxerika@leblanc-robles.net,2021-04-02 11:59:06,9665978,IOS,2021-08-13,5,Bedrock,ba9e7f1a-e01c-49d6-b245-db024f036fef,4,2021-09-07
1,shawn09@gmail.com,2020-08-02 02:03:34,6427289,Android,2021-07-21,4,Urbank,e3eb6505-3329-4769-aaf6-652a791c1838,4,2021-08-04
0,paul97@hotmail.com,2020-05-25 22:09:28,1521431,Android,2021-05-26,7,Forestdale,9184c15d-bfdc-4abd-ab33-3c243cd17e8f,5,2021-06-21
1,ericwilson@gmail.com,2020-09-12 21:02:08,1897851,Android,2021-05-14,2,Grand Blanc,9a04304e-df02-4dff-8c54-0fbb0fca7bb6,1,2021-05-28
0,qsilva@gibson.com,2020-08-23 09:12:32,5244919,IOS,2021-05-19,2,Antonito,5e8fe6a3-a79d-4869-91db-63ee750e0e86,1,2021-05-21
0,florespaul@yahoo.com,2020-10-22 12:26:26,8429779,IOS,2021-08-28,3,Arcanum,21e14134-0c08-4d58-a0b5-e45b38466529,2,2021-09-21
1,danielramirez@mccann-richardson.org,2020-05-13 17:36:44,9551880,IOS,2021-05-08,2,Omo Ranch,c6537b72-5d47-43b3-8686-118de4d45eaf,2,2021-05-23
1,jortiz@gmail.com,2021-02-02 13:25:05,8186682,Android,2021-07-23,9,Hawthorn,3c813baa-280c-490c-a36e-3c85729e3fa7,7,2021-08-17
0,rebeccamiles@ho.com,2020-11-02 10:34:11,6262890,Android,2021-08-03,5,Snoqualmie Falls,0c8e15d8-d50d-4f01-9932-c6dc6b0a81c9,3,2021-09-01
0,omolina@baldwin-terry.com,2020-06-15 20:40:06,7343743,Android,2021-08-07,5,Bethel Acres,9126de99-b29a-437a-805f-216b0746656f,4,2021-08-09
1,mcdanielgregory@bauer-henry.info,2020-06-30 10:54:03,7464279,Android,2021-07-20,5,Calista,9730c5ca-8180-4002-a353-f2ff198c69f6,5,2021-07-21
