UserName,TimeStamp,CheckIn,CityName,HotelName,CityId,CheckOut,RoomNights,BookingAmount,BookingID
hahnshane@clark.com,2020-11-20 08:24:02,2021-05-21,Rogerson,The Robe Hotel,4a4cfe9f-0e63-4f82-88b1-1eae00c34e73,2021-06-07,17,1629,f0dff7ca-2d88-4763-8ea4-9b03e5a0019c
whitney23@hotmail.com,2020-05-15 16:36:14,2021-05-05,Wetumpka,Carpe Diem,28a264de-adac-4baf-831b-50fe3195f658,2021-05-27,22,3680,dfaa6499-275a-4477-a8b1-a596e030f674
millerjamie@montes-wright.biz,2020-08-19 22:30:18,2021-06-05,Wise,Palm Woods,40ed2ed7-c5f0-4d82-8c14-87bb5d03ff75,2021-06-13,8,2290,3e1efc2c-392c-4fc7-aafc-f538c3d36262
alvarezamy@gmail.com,2020-12-08 22:08:17,2021-05-07,Tucson Estates,The Robe Hotel,3f8b74cc-5600-471f-9c6f-afad1e4cc933,2021-05-16,9,2221,fa375add-8de5-4191-abdc-6f034bff2c75
foxerika@leblanc-robles.net,2021-04-02 11:59:06,2021-08-13,Bedrock,The Robe Hotel,ba9e7f1a-e01c-49d6-b245-db024f036fef,2021-09-07,25,791,08c90f45-17fb-4677-b410-bbcf158279dd
paul97@hotmail.com,2020-05-25 22:09:28,2021-05-26,Forestdale,Palm Woods,9184c15d-bfdc-4abd-ab33-3c243cd17e8f,2021-06-21,26,1123,c7e7b6d6-2db5-4b99-ae18-2f00d23beab2
qsilva@gibson.com,2020-08-23 09:12:32,2021-05-19,Antonito,The Pink Sheet,5e8fe6a3-a79d-4869-91db-63ee750e0e86,2021-05-21,2,960,cda6162b-1fb4-4cca-b04e-9066cb5c3201
florespaul@yahoo.com,2020-10-22 12:26:26,2021-08-28,Arcanum,Palm Woods,21e14134-0c08-4d58-a0b5-e45b38466529,2021-09-21,24,1791,d6270d1e-e6d5-4262-b920-ecd093fc653c
rebeccamiles@ho.com,2020-11-02 10:34:11,2021-08-03,Snoqualmie Falls,Carpe Diem,0c8e15d8-d50d-4f01-9932-c6dc6b0a81c9,2021-09-01,29,1025,8519e6c5-6298-4bbc-8dd7-330e68357f61
omolina@baldwin-terry.com,2020-06-15 20:40:06,2021-08-07,Bethel Acres,The Pink Sheet,9126de99-b29a-437a-805f-216b0746656f,2021-08-09,2,905,57f4ee74-dd50-4ffa-810c-61e18eb08ce7
ramosjoel@yahoo.com,2021-02-01 21:06:31,2021-06-11,Spink,Hotel City Lake,6a093089-983e-4e4d-b2df-70a3c8cd3c18,2021-07-07,26,3112,fd27a74d-bb99-4a0d-9a7f-53adb5c7225d
christopherpayne@gmail.com,2021-02-16 11:08:39,2021-07-09,Artois,Carpe Diem,c0ee8d17-684c-4205-9026-03486ac3ac26,2021-07-18,9,2174,fc3ae907-1850-4a1c-8336-835e551c1389
kellyburns@hotmail.com,2020-10-10 05:15:50,2021-07-11,Adairsville,The Robe Hotel,e8f695fd-710b-401c-8131-971685766043,2021-07-31,20,3783,48fd0946-7cc1-47f9-8b09-f2bd3bd59bd5
gregoryphillips@huynh-tucker.net,2020-10-27 19:32:59,2021-08-24,Sachse,Palm Woods,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,2021-08-28,4,2386,93e3411e-e583-44fa-b53d-2fb0088b3efb
